Category,Cluster_Number,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Preferred Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Previous Purchases,Purchase Amount (USD),Review Rating
Outerwear,Cluster 2,Magenta,2520,No,Quarterly,Male,Jacket,Michigan,Credit Card,Credit Card,No,Spring,Standard,L,No,40,21,90,4.9
Outerwear,Cluster 2,Magenta,2521,No,Every 3 Months,Male,Jacket,Illinois,Bank Transfer,Cash,No,Summer,Next Day Air,L,No,64,16,56,3.1
Accessories,Cluster 4,Magenta,2522,No,Every 3 Months,Male,Handbag,Minnesota,Debit Card,PayPal,No,Fall,Standard,M,No,29,18,33,4.4
Accessories,Cluster 4,Olive,2523,No,Weekly,Male,Belt,Massachusetts,Cash,Debit Card,No,Winter,2-Day Shipping,S,No,20,20,53,2.5
Accessories,Cluster 4,Cyan,2524,No,Annually,Male,Handbag,New Jersey,Cash,Bank Transfer,No,Spring,Express,S,No,43,21,24,3.4
Outerwear,Cluster 2,Purple,2525,No,Quarterly,Male,Coat,Kansas,Venmo,Credit Card,No,Spring,Express,M,No,60,23,59,3.7
Clothing,Cluster 3,Purple,2526,No,Weekly,Male,Sweater,Kentucky,PayPal,PayPal,No,Winter,Standard,M,No,39,20,72,4.2
Clothing,Cluster 3,Peach,2527,No,Bi-Weekly,Male,Shorts,Rhode Island,Bank Transfer,PayPal,No,Spring,Express,S,No,47,30,28,3.4
Clothing,Cluster 3,Gold,2528,No,Every 3 Months,Male,Pants,Illinois,Cash,Bank Transfer,No,Fall,Express,M,No,19,33,36,3.6
Accessories,Cluster 4,Peach,2529,No,Monthly,Male,Jewelry,Alabama,Bank Transfer,Debit Card,No,Fall,2-Day Shipping,S,No,52,31,47,4.7
Accessories,Cluster 4,Magenta,2530,No,Monthly,Male,Gloves,Tennessee,Cash,Bank Transfer,No,Spring,Next Day Air,M,No,34,48,62,4.7
Clothing,Cluster 3,Cyan,2531,No,Weekly,Male,Skirt,Massachusetts,Debit Card,Debit Card,No,Spring,Free Shipping,S,No,25,28,98,3.6
Footwear,Cluster 1,Violet,2532,No,Every 3 Months,Male,Sandals,Texas,PayPal,Cash,No,Summer,Free Shipping,M,No,43,7,28,4.6
Clothing,Cluster 3,Charcoal,2533,No,Weekly,Male,Socks,Nebraska,PayPal,Debit Card,No,Summer,Next Day Air,S,No,55,4,86,2.6
Accessories,Cluster 4,Blue,2534,No,Bi-Weekly,Male,Jewelry,Pennsylvania,Venmo,Cash,No,Summer,Standard,S,No,66,49,46,3.1
Accessories,Cluster 4,Red,2535,No,Weekly,Male,Sunglasses,Virginia,PayPal,Cash,No,Fall,Free Shipping,XL,No,41,22,42,3.2
Outerwear,Cluster 2,Purple,2536,No,Fortnightly,Male,Coat,Vermont,Bank Transfer,Bank Transfer,No,Winter,Express,S,No,47,39,80,3.9
Accessories,Cluster 4,Gray,2537,No,Every 3 Months,Male,Belt,Oklahoma,Bank Transfer,PayPal,No,Spring,Express,L,No,51,45,39,4.9
Outerwear,Cluster 2,Purple,2538,No,Fortnightly,Male,Coat,Maine,Debit Card,PayPal,No,Summer,2-Day Shipping,M,No,44,30,49,4.1
Accessories,Cluster 4,Silver,2539,No,Bi-Weekly,Male,Scarf,New Jersey,Venmo,Credit Card,No,Summer,Next Day Air,M,No,18,33,32,4.2
Footwear,Cluster 1,Purple,2540,No,Bi-Weekly,Male,Sandals,Massachusetts,PayPal,Cash,No,Fall,Next Day Air,M,No,33,24,73,4.1
Accessories,Cluster 4,Charcoal,2541,No,Quarterly,Male,Belt,New Jersey,PayPal,Debit Card,No,Summer,Free Shipping,M,No,24,11,42,3.9
Accessories,Cluster 4,Silver,2542,No,Every 3 Months,Male,Scarf,Washington,Venmo,Venmo,No,Spring,Next Day Air,M,No,33,13,58,2.7
Accessories,Cluster 4,White,2543,No,Annually,Male,Jewelry,Arkansas,PayPal,PayPal,No,Winter,Express,M,No,61,27,22,3.7
Accessories,Cluster 4,Peach,2544,No,Bi-Weekly,Male,Scarf,West Virginia,Debit Card,PayPal,No,Spring,Next Day Air,L,No,27,30,56,2.7
Clothing,Cluster 3,Red,2545,No,Quarterly,Male,Pants,Delaware,Cash,Venmo,No,Spring,Next Day Air,M,No,46,39,70,2.5
Footwear,Cluster 1,Olive,2546,No,Annually,Male,Shoes,Texas,Bank Transfer,Debit Card,No,Spring,Free Shipping,L,No,38,10,50,3.9
Footwear,Cluster 1,Gray,2547,No,Quarterly,Male,Boots,Texas,Venmo,Credit Card,No,Summer,Express,L,No,63,4,21,3
Outerwear,Cluster 2,Beige,2548,No,Weekly,Male,Jacket,Mississippi,Bank Transfer,Cash,No,Summer,2-Day Shipping,M,No,47,16,97,3.2
Accessories,Cluster 4,Pink,2549,No,Monthly,Male,Backpack,Texas,Credit Card,Credit Card,No,Winter,Standard,L,No,42,34,63,3.8
Outerwear,Cluster 2,Red,2550,No,Every 3 Months,Male,Jacket,Virginia,Credit Card,Debit Card,No,Fall,Standard,M,No,41,11,60,2.7
Footwear,Cluster 1,Peach,2551,No,Fortnightly,Male,Boots,New Hampshire,Credit Card,Debit Card,No,Fall,Store Pickup,XL,No,53,30,52,3
Footwear,Cluster 1,Maroon,2552,No,Annually,Male,Shoes,Minnesota,Cash,Debit Card,No,Winter,Next Day Air,M,No,29,40,32,4.1
Accessories,Cluster 4,Purple,2553,No,Annually,Male,Belt,Maryland,Cash,Credit Card,No,Spring,2-Day Shipping,XL,No,61,13,48,3.2
Accessories,Cluster 4,Maroon,2554,No,Every 3 Months,Male,Jewelry,Vermont,Cash,Venmo,No,Summer,Store Pickup,M,No,69,28,25,4.5
Accessories,Cluster 4,Gray,2555,No,Bi-Weekly,Male,Jewelry,Kansas,Bank Transfer,Debit Card,No,Summer,Store Pickup,M,No,51,49,68,4.3
Clothing,Cluster 3,Gray,2556,No,Weekly,Male,Pants,Idaho,PayPal,Credit Card,No,Fall,Standard,M,No,24,23,74,3.5
Clothing,Cluster 3,Magenta,2557,No,Quarterly,Male,T-shirt,Montana,PayPal,Bank Transfer,No,Fall,Standard,XL,No,24,4,88,3.1
Clothing,Cluster 3,Cyan,2558,No,Fortnightly,Male,Shorts,Oklahoma,Venmo,PayPal,No,Spring,Standard,L,No,70,17,23,3.9
Clothing,Cluster 3,Silver,2559,No,Fortnightly,Male,Hoodie,California,Cash,PayPal,No,Fall,Express,M,No,49,24,32,2.7
Accessories,Cluster 4,Green,2560,No,Every 3 Months,Male,Belt,Mississippi,Venmo,Debit Card,No,Winter,Free Shipping,S,No,48,21,71,4
Footwear,Cluster 1,Violet,2561,No,Bi-Weekly,Male,Boots,California,Debit Card,Debit Card,No,Spring,Next Day Air,M,No,58,17,62,2.7
Clothing,Cluster 3,Magenta,2562,No,Quarterly,Male,Hoodie,New York,Credit Card,Debit Card,No,Spring,Free Shipping,L,No,32,22,20,2.7
Clothing,Cluster 3,Yellow,2563,No,Fortnightly,Male,Shorts,Arizona,Debit Card,Cash,No,Spring,Standard,XL,No,57,27,62,4.7
Accessories,Cluster 4,Gray,2564,No,Every 3 Months,Male,Backpack,Massachusetts,PayPal,Venmo,No,Winter,Standard,XL,No,69,1,81,4.5
Accessories,Cluster 4,Indigo,2565,No,Weekly,Male,Scarf,Kentucky,Debit Card,Bank Transfer,No,Winter,2-Day Shipping,L,No,42,27,90,3
Clothing,Cluster 3,Indigo,2566,No,Quarterly,Male,Socks,Vermont,Debit Card,Venmo,No,Fall,Store Pickup,S,No,30,8,43,3.6
Accessories,Cluster 4,Yellow,2567,No,Quarterly,Male,Handbag,Missouri,Credit Card,PayPal,No,Fall,Standard,S,No,35,43,38,3.3
Accessories,Cluster 4,Gold,2568,No,Fortnightly,Male,Sunglasses,Michigan,Venmo,Cash,No,Spring,Store Pickup,XL,No,19,24,25,4.3
Clothing,Cluster 3,Green,2569,No,Fortnightly,Male,T-shirt,Texas,Cash,PayPal,No,Winter,Express,XL,No,52,29,98,4.3
Clothing,Cluster 3,Charcoal,2570,No,Bi-Weekly,Male,Dress,New York,Debit Card,Bank Transfer,No,Spring,Free Shipping,M,No,42,10,75,4.8
Footwear,Cluster 1,Olive,2571,No,Fortnightly,Male,Sneakers,New Mexico,Bank Transfer,PayPal,No,Spring,Store Pickup,XL,No,36,12,27,4
Accessories,Cluster 4,Black,2572,No,Fortnightly,Male,Sunglasses,Mississippi,Credit Card,Cash,No,Winter,Standard,L,No,45,48,27,3.5
Clothing,Cluster 3,Silver,2573,No,Quarterly,Male,Blouse,Washington,Debit Card,Bank Transfer,No,Fall,Next Day Air,M,No,54,40,42,3.9
Clothing,Cluster 3,Red,2574,No,Annually,Male,T-shirt,New Mexico,Bank Transfer,Bank Transfer,No,Summer,Store Pickup,M,No,54,1,90,4.4
Accessories,Cluster 4,Brown,2575,No,Fortnightly,Male,Hat,Florida,Credit Card,Credit Card,No,Summer,2-Day Shipping,M,No,27,26,63,4.6
Clothing,Cluster 3,Silver,2576,No,Annually,Male,Shorts,Minnesota,Cash,PayPal,No,Fall,Express,M,No,53,9,96,4
Clothing,Cluster 3,Silver,2577,No,Quarterly,Male,Hoodie,New Hampshire,PayPal,Debit Card,No,Winter,Free Shipping,M,No,20,19,40,4.2
Clothing,Cluster 3,Black,2578,No,Monthly,Male,Socks,Minnesota,Debit Card,Bank Transfer,No,Fall,Next Day Air,L,No,52,37,39,4.5
Accessories,Cluster 4,Purple,2579,No,Quarterly,Male,Sunglasses,Vermont,Bank Transfer,Cash,No,Fall,Free Shipping,M,No,54,3,48,3.9
Clothing,Cluster 3,Purple,2580,No,Weekly,Male,Blouse,Minnesota,Venmo,Venmo,No,Summer,Express,M,No,65,40,20,3.7
Clothing,Cluster 3,Turquoise,2581,No,Quarterly,Male,Jeans,Massachusetts,Cash,Bank Transfer,No,Summer,Store Pickup,S,No,43,13,29,3.6
Clothing,Cluster 3,Gold,2582,No,Monthly,Male,Dress,Wyoming,Bank Transfer,Credit Card,No,Winter,Express,M,No,57,48,81,4.7
Clothing,Cluster 3,Indigo,2583,No,Every 3 Months,Male,Dress,South Dakota,Venmo,Venmo,No,Fall,2-Day Shipping,S,No,19,4,98,3.6
Clothing,Cluster 3,Lavender,2584,No,Weekly,Male,Jeans,Oklahoma,Bank Transfer,Cash,No,Fall,Next Day Air,M,No,69,9,93,2.5
Clothing,Cluster 3,Blue,2585,No,Bi-Weekly,Male,Socks,Florida,PayPal,Bank Transfer,No,Summer,Store Pickup,L,No,26,26,30,2.9
Accessories,Cluster 4,Maroon,2586,No,Weekly,Male,Sunglasses,Wisconsin,Venmo,Debit Card,No,Fall,Free Shipping,L,No,57,19,37,4.4
Outerwear,Cluster 2,Yellow,2587,No,Every 3 Months,Male,Coat,Maine,Venmo,Credit Card,No,Winter,Express,L,No,20,1,28,4.6
Accessories,Cluster 4,Purple,2588,No,Every 3 Months,Male,Scarf,Connecticut,PayPal,PayPal,No,Winter,Express,M,No,55,29,29,3.7
Accessories,Cluster 4,Peach,2589,No,Bi-Weekly,Male,Backpack,Delaware,Venmo,Venmo,No,Summer,Free Shipping,M,No,44,38,49,3.2
Clothing,Cluster 3,Silver,2590,No,Annually,Male,Pants,North Dakota,Bank Transfer,PayPal,No,Winter,2-Day Shipping,M,No,52,31,53,4.9
Accessories,Cluster 4,Turquoise,2591,No,Annually,Male,Gloves,California,PayPal,Venmo,No,Summer,Free Shipping,M,No,57,35,66,5
Outerwear,Cluster 2,Olive,2592,No,Quarterly,Male,Jacket,New Mexico,Debit Card,Cash,No,Spring,Express,S,No,40,40,61,3.3
Clothing,Cluster 3,Peach,2593,No,Quarterly,Male,Shorts,Iowa,Cash,Venmo,No,Summer,Store Pickup,XL,No,23,13,23,4.4
Clothing,Cluster 3,Indigo,2594,No,Every 3 Months,Male,Pants,Colorado,Debit Card,Bank Transfer,No,Fall,Store Pickup,S,No,36,9,36,4.7
Clothing,Cluster 3,Indigo,2595,No,Every 3 Months,Male,Skirt,Montana,Credit Card,Cash,No,Fall,Free Shipping,L,No,59,25,81,3.6
Clothing,Cluster 3,Maroon,2596,No,Bi-Weekly,Male,Blouse,Iowa,Credit Card,Bank Transfer,No,Summer,Free Shipping,XL,No,29,3,56,3.2
Clothing,Cluster 3,Black,2597,No,Monthly,Male,Shirt,Louisiana,Venmo,Credit Card,No,Spring,Next Day Air,L,No,63,35,78,3
Accessories,Cluster 4,Teal,2598,No,Bi-Weekly,Male,Jewelry,Alabama,Bank Transfer,Venmo,No,Summer,Store Pickup,XL,No,60,13,25,4.4
Accessories,Cluster 4,Olive,2599,No,Annually,Male,Backpack,Nevada,Credit Card,Debit Card,No,Fall,Express,XL,No,64,31,86,3.3
Accessories,Cluster 4,Gold,2600,No,Monthly,Male,Jewelry,Vermont,Credit Card,Credit Card,No,Winter,Express,M,No,63,48,99,3.4
Accessories,Cluster 4,Gray,2601,No,Bi-Weekly,Male,Belt,New York,Debit Card,Bank Transfer,No,Fall,Express,M,No,21,6,83,3.9
Clothing,Cluster 3,Orange,2602,No,Monthly,Male,Dress,Mississippi,PayPal,Cash,No,Winter,Store Pickup,L,No,61,43,33,2.9
Outerwear,Cluster 2,Black,2603,No,Quarterly,Male,Coat,South Carolina,Venmo,Venmo,No,Fall,Free Shipping,M,No,65,1,44,2.9
Clothing,Cluster 3,Teal,2604,No,Annually,Male,Dress,Washington,Debit Card,Cash,No,Spring,2-Day Shipping,M,No,69,8,58,2.7
Clothing,Cluster 3,Beige,2605,No,Weekly,Male,Sweater,Colorado,Credit Card,Debit Card,No,Spring,Store Pickup,M,No,47,6,54,3.4
Clothing,Cluster 3,White,2606,No,Fortnightly,Male,Hoodie,Nevada,Debit Card,Venmo,No,Spring,2-Day Shipping,M,No,41,32,93,3.7
Footwear,Cluster 1,Turquoise,2607,No,Bi-Weekly,Male,Shoes,Nevada,Bank Transfer,Bank Transfer,No,Spring,Standard,L,No,68,46,98,4.7
Footwear,Cluster 1,Teal,2608,No,Every 3 Months,Male,Shoes,Oklahoma,Bank Transfer,PayPal,No,Spring,Express,XL,No,41,38,36,3.1
Outerwear,Cluster 2,Orange,2609,No,Fortnightly,Male,Jacket,Mississippi,PayPal,Credit Card,No,Fall,2-Day Shipping,L,No,42,48,68,4.2
Accessories,Cluster 4,Black,2610,No,Bi-Weekly,Male,Backpack,Arkansas,Credit Card,Debit Card,No,Summer,Store Pickup,M,No,66,18,95,3
Clothing,Cluster 3,Violet,2611,No,Quarterly,Male,Jeans,West Virginia,Bank Transfer,Cash,No,Spring,Express,M,No,66,25,93,3.1
Outerwear,Cluster 2,Maroon,2612,No,Fortnightly,Male,Jacket,Michigan,Cash,Cash,No,Fall,2-Day Shipping,L,No,33,4,99,4.2
Accessories,Cluster 4,Turquoise,2613,No,Quarterly,Male,Sunglasses,Louisiana,Cash,Venmo,No,Winter,Next Day Air,M,No,55,27,22,3.8
Accessories,Cluster 4,Gold,2614,No,Monthly,Male,Gloves,South Dakota,Cash,Bank Transfer,No,Fall,Express,M,No,58,14,88,2.9
Outerwear,Cluster 2,Turquoise,2615,No,Fortnightly,Male,Jacket,North Dakota,Credit Card,Bank Transfer,No,Spring,Express,M,No,18,36,65,4.2
Clothing,Cluster 3,Maroon,2616,No,Quarterly,Male,T-shirt,Arizona,Venmo,Debit Card,No,Fall,2-Day Shipping,M,No,49,6,62,3.1
Footwear,Cluster 1,Purple,2617,No,Annually,Male,Sandals,Georgia,Bank Transfer,Cash,No,Spring,Express,XL,No,61,46,55,3.6
Clothing,Cluster 3,Maroon,2618,No,Annually,Male,Shorts,Idaho,Bank Transfer,Bank Transfer,No,Spring,Standard,S,No,31,29,97,4.8
Accessories,Cluster 4,Brown,2619,No,Monthly,Male,Handbag,Louisiana,Credit Card,Venmo,No,Fall,Express,L,No,70,12,77,4.1
Clothing,Cluster 3,Indigo,2620,No,Weekly,Male,Pants,Connecticut,Credit Card,Credit Card,No,Winter,Free Shipping,L,No,68,47,40,3.9
Clothing,Cluster 3,Lavender,2621,No,Annually,Male,Blouse,Ohio,Venmo,Debit Card,No,Winter,Standard,S,No,27,28,23,3
Footwear,Cluster 1,Beige,2622,No,Annually,Male,Shoes,Maine,PayPal,Bank Transfer,No,Winter,Express,M,No,48,21,46,3
Accessories,Cluster 4,Yellow,2623,No,Annually,Male,Backpack,New Hampshire,Venmo,Credit Card,No,Spring,2-Day Shipping,M,No,63,15,75,4.9
Footwear,Cluster 1,Gold,2624,No,Annually,Male,Shoes,Massachusetts,Cash,Cash,No,Fall,Next Day Air,M,No,49,38,76,4.8
Clothing,Cluster 3,Indigo,2625,No,Annually,Male,Dress,South Dakota,Debit Card,Credit Card,No,Summer,Standard,M,No,19,19,59,3.3
Clothing,Cluster 3,Cyan,2626,No,Weekly,Male,Skirt,Colorado,Bank Transfer,Credit Card,No,Summer,Standard,L,No,30,31,51,2.7
Outerwear,Cluster 2,Silver,2627,No,Every 3 Months,Male,Jacket,Rhode Island,Bank Transfer,Credit Card,No,Fall,Express,XL,No,50,30,46,4.2
Clothing,Cluster 3,Silver,2628,No,Quarterly,Male,Shirt,Missouri,PayPal,Bank Transfer,No,Fall,Next Day Air,L,No,66,40,26,3.6
Clothing,Cluster 3,Silver,2629,No,Bi-Weekly,Male,Hoodie,Wyoming,Venmo,Credit Card,No,Summer,Next Day Air,M,No,25,42,51,3.8
Accessories,Cluster 4,Peach,2630,No,Annually,Male,Scarf,New Hampshire,Venmo,Venmo,No,Winter,Free Shipping,M,No,61,25,44,3.8
Clothing,Cluster 3,Pink,2631,No,Quarterly,Male,Skirt,Maine,Bank Transfer,Cash,No,Spring,Free Shipping,S,No,29,20,82,4.2
Clothing,Cluster 3,Violet,2632,No,Weekly,Male,Skirt,Connecticut,PayPal,Cash,No,Summer,Express,S,No,53,3,44,2.7
Accessories,Cluster 4,Black,2633,No,Annually,Male,Scarf,Alaska,Venmo,Cash,No,Fall,Next Day Air,M,No,24,14,27,5
Accessories,Cluster 4,Purple,2634,No,Fortnightly,Male,Sunglasses,Alaska,PayPal,Credit Card,No,Fall,Next Day Air,M,No,51,32,90,4.7
Footwear,Cluster 1,Black,2635,No,Every 3 Months,Male,Sandals,North Carolina,Cash,PayPal,No,Summer,Store Pickup,S,No,26,20,58,3.2
Clothing,Cluster 3,Peach,2636,No,Fortnightly,Male,Hoodie,Colorado,PayPal,PayPal,No,Spring,2-Day Shipping,XL,No,59,34,80,2.9
Outerwear,Cluster 2,Magenta,2637,No,Annually,Male,Jacket,Utah,PayPal,Venmo,No,Winter,Store Pickup,S,No,41,6,40,4.2
Clothing,Cluster 3,Magenta,2638,No,Annually,Male,Pants,Alabama,Credit Card,PayPal,No,Spring,Store Pickup,M,No,20,2,23,3.7
Clothing,Cluster 3,Black,2639,No,Annually,Male,Shirt,Hawaii,PayPal,Credit Card,No,Spring,Store Pickup,S,No,22,35,34,4.2
Clothing,Cluster 3,Pink,2640,No,Quarterly,Male,Blouse,New Hampshire,Debit Card,Debit Card,No,Winter,Free Shipping,XL,No,18,33,35,2.6
Clothing,Cluster 3,Olive,2641,No,Bi-Weekly,Male,Skirt,Indiana,Debit Card,Venmo,No,Summer,Store Pickup,L,No,30,45,75,4
Accessories,Cluster 4,Olive,2642,No,Every 3 Months,Male,Sunglasses,Vermont,Debit Card,Bank Transfer,No,Winter,Next Day Air,XL,No,25,20,60,2.7
Accessories,Cluster 4,Peach,2643,No,Annually,Male,Belt,Iowa,Debit Card,Bank Transfer,No,Summer,Store Pickup,L,No,39,48,87,4
Accessories,Cluster 4,Silver,2644,No,Monthly,Male,Gloves,Maryland,Credit Card,Cash,No,Spring,Next Day Air,S,No,49,37,41,2.9
Clothing,Cluster 3,Turquoise,2645,No,Every 3 Months,Male,Pants,New Mexico,PayPal,Bank Transfer,No,Spring,Standard,M,No,25,4,83,3.3
Accessories,Cluster 4,Olive,2646,No,Bi-Weekly,Male,Scarf,Louisiana,Bank Transfer,Bank Transfer,No,Spring,Store Pickup,L,No,23,24,81,4
Clothing,Cluster 3,Lavender,2647,No,Every 3 Months,Male,T-shirt,New Mexico,Cash,Debit Card,No,Summer,Next Day Air,S,No,33,4,56,3.9
Footwear,Cluster 1,Red,2648,No,Annually,Male,Shoes,South Carolina,Debit Card,Debit Card,No,Summer,2-Day Shipping,M,No,60,25,58,3.3
Clothing,Cluster 3,Gray,2649,No,Bi-Weekly,Male,Pants,Illinois,Venmo,PayPal,No,Spring,Next Day Air,M,No,51,14,84,3.9
Accessories,Cluster 4,Magenta,2650,No,Fortnightly,Male,Gloves,Minnesota,Credit Card,Bank Transfer,No,Fall,Store Pickup,M,No,23,14,21,3.9
Clothing,Cluster 3,Maroon,2651,No,Every 3 Months,Male,Socks,Oregon,PayPal,Credit Card,No,Summer,Standard,L,No,20,46,35,4.2
Footwear,Cluster 1,Cyan,2652,No,Quarterly,Male,Sneakers,Tennessee,Venmo,PayPal,No,Summer,Store Pickup,M,No,51,27,43,4.6
Clothing,Cluster 1,Cyan,2653,No,Monthly,Female,Shorts,Maryland,Debit Card,Credit Card,No,Summer,2-Day Shipping,L,No,23,46,20,3.3
Clothing,Cluster 1,Lavender,2654,No,Every 3 Months,Female,Blouse,Wisconsin,Credit Card,Venmo,No,Fall,Express,L,No,67,24,36,4.8
Outerwear,Cluster 2,Pink,2655,No,Annually,Female,Coat,Idaho,Debit Card,PayPal,No,Fall,Next Day Air,S,No,23,4,70,4.1
Accessories,Cluster 1,Gray,2656,No,Fortnightly,Female,Sunglasses,Wyoming,Credit Card,Credit Card,No,Summer,Standard,M,No,26,2,83,3.4
Clothing,Cluster 1,Yellow,2657,No,Fortnightly,Female,Shorts,Indiana,Bank Transfer,Bank Transfer,No,Winter,Express,L,No,52,29,76,3.6
Clothing,Cluster 1,Pink,2658,No,Fortnightly,Female,Dress,Texas,PayPal,Credit Card,No,Summer,Express,M,No,52,7,81,2.7
Accessories,Cluster 1,Indigo,2659,No,Monthly,Female,Handbag,Ohio,Bank Transfer,PayPal,No,Summer,Next Day Air,XL,No,52,39,47,3.2
Footwear,Cluster 2,Gray,2660,No,Fortnightly,Female,Boots,Kansas,Bank Transfer,Credit Card,No,Summer,2-Day Shipping,L,No,35,46,35,4.4
Clothing,Cluster 1,Yellow,2661,No,Annually,Female,Pants,South Carolina,Debit Card,Venmo,No,Spring,Express,L,No,24,44,85,4.9
Footwear,Cluster 2,Olive,2662,No,Annually,Female,Boots,Michigan,Debit Card,Bank Transfer,No,Fall,Express,XL,No,43,20,96,4.8
Clothing,Cluster 1,Cyan,2663,No,Fortnightly,Female,Skirt,Nebraska,PayPal,PayPal,No,Summer,2-Day Shipping,M,No,25,44,98,2.8
Footwear,Cluster 2,Silver,2664,No,Annually,Female,Sneakers,Wisconsin,Credit Card,Bank Transfer,No,Fall,Free Shipping,L,No,46,23,52,2.9
Accessories,Cluster 1,Silver,2665,No,Weekly,Female,Jewelry,Illinois,Debit Card,PayPal,No,Winter,Store Pickup,L,No,22,37,84,3.2
Clothing,Cluster 1,Red,2666,No,Weekly,Female,T-shirt,Louisiana,Venmo,Venmo,No,Winter,Store Pickup,L,No,70,4,71,3.5
Footwear,Cluster 2,Brown,2667,No,Fortnightly,Female,Sandals,Ohio,Bank Transfer,Venmo,No,Winter,Store Pickup,S,No,49,14,95,4.1
Footwear,Cluster 2,Orange,2668,No,Fortnightly,Female,Boots,Maryland,Venmo,Cash,No,Summer,Free Shipping,M,No,48,31,47,4.1
Outerwear,Cluster 2,Black,2669,No,Quarterly,Female,Coat,Texas,Venmo,PayPal,No,Summer,Next Day Air,M,No,59,9,75,4.8
Accessories,Cluster 2,Teal,2670,No,Weekly,Female,Belt,Illinois,PayPal,Credit Card,No,Spring,Free Shipping,L,No,39,31,28,2.8
Accessories,Cluster 1,Yellow,2671,No,Bi-Weekly,Female,Sunglasses,Pennsylvania,Venmo,Bank Transfer,No,Fall,Express,M,No,30,26,44,4.7
Footwear,Cluster 2,Gray,2672,No,Every 3 Months,Female,Sandals,Alabama,Cash,PayPal,No,Winter,2-Day Shipping,XL,No,37,41,64,4.8
Footwear,Cluster 2,Maroon,2673,No,Annually,Female,Boots,West Virginia,Debit Card,Cash,No,Spring,Standard,M,No,56,13,28,2.9
Clothing,Cluster 1,Olive,2674,No,Monthly,Female,Hoodie,Nevada,Cash,Cash,No,Summer,2-Day Shipping,M,No,67,4,21,2.6
Accessories,Cluster 1,Charcoal,2675,No,Every 3 Months,Female,Hat,Florida,Debit Card,Cash,No,Fall,Express,S,No,40,15,41,3.3
Clothing,Cluster 1,Peach,2676,No,Bi-Weekly,Female,Shorts,Virginia,Cash,Cash,No,Winter,Free Shipping,M,No,24,38,38,3.4
Accessories,Cluster 2,Maroon,2677,No,Fortnightly,Female,Backpack,Kentucky,Venmo,Cash,No,Spring,Free Shipping,M,No,43,3,77,3.6
Clothing,Cluster 1,Olive,2678,No,Every 3 Months,Female,Shorts,Connecticut,Debit Card,PayPal,No,Spring,Next Day Air,L,No,45,6,43,3.8
Accessories,Cluster 2,Magenta,2679,No,Bi-Weekly,Female,Belt,Montana,Cash,Credit Card,No,Spring,2-Day Shipping,M,No,33,34,91,3.4
Clothing,Cluster 1,Yellow,2680,No,Quarterly,Female,Shorts,Montana,Debit Card,Debit Card,No,Spring,Express,S,No,53,7,68,3.8
Clothing,Cluster 1,Indigo,2681,No,Annually,Female,Socks,Nebraska,PayPal,Venmo,No,Fall,Next Day Air,L,No,44,21,37,3.3
Footwear,Cluster 2,Olive,2682,No,Monthly,Female,Shoes,Massachusetts,Bank Transfer,Debit Card,No,Summer,Standard,L,No,23,17,23,4.8
Footwear,Cluster 2,Maroon,2683,No,Every 3 Months,Female,Sneakers,North Carolina,Venmo,Venmo,No,Winter,2-Day Shipping,L,No,59,5,65,3.9
Accessories,Cluster 1,Indigo,2684,No,Fortnightly,Female,Backpack,Montana,Cash,Cash,No,Summer,Next Day Air,M,No,68,21,30,4.2
Clothing,Cluster 1,Gray,2685,No,Bi-Weekly,Female,Dress,Washington,Venmo,Credit Card,No,Summer,Free Shipping,M,No,46,42,45,4.7
Footwear,Cluster 2,Gray,2686,No,Quarterly,Female,Boots,Virginia,Venmo,Credit Card,No,Winter,Express,M,No,56,49,25,2.7
Clothing,Cluster 1,Black,2687,No,Fortnightly,Female,Socks,Georgia,Venmo,Cash,No,Winter,2-Day Shipping,M,No,40,33,72,3.8
Clothing,Cluster 1,White,2688,No,Bi-Weekly,Female,Dress,Delaware,Cash,Debit Card,No,Fall,2-Day Shipping,M,No,61,12,75,3.6
Accessories,Cluster 2,Turquoise,2689,No,Every 3 Months,Female,Handbag,West Virginia,Cash,Credit Card,No,Spring,2-Day Shipping,XL,No,53,18,63,2.9
Clothing,Cluster 1,Orange,2690,No,Quarterly,Female,Blouse,Wyoming,Credit Card,PayPal,No,Fall,Standard,M,No,29,47,35,3.9
Accessories,Cluster 1,Yellow,2691,No,Weekly,Female,Belt,New Mexico,Venmo,Bank Transfer,No,Summer,Free Shipping,L,No,44,18,32,4.7
Clothing,Cluster 1,Blue,2692,No,Monthly,Female,Pants,Nebraska,Bank Transfer,Cash,No,Winter,2-Day Shipping,L,No,43,48,25,3.3
Footwear,Cluster 2,Violet,2693,No,Every 3 Months,Female,Sneakers,Washington,Venmo,Debit Card,No,Spring,Free Shipping,XL,No,40,18,90,4.2
Footwear,Cluster 2,Lavender,2694,No,Quarterly,Female,Boots,Hawaii,Debit Card,Cash,No,Summer,Standard,L,No,55,46,70,2.6
Accessories,Cluster 2,Olive,2695,No,Every 3 Months,Female,Sunglasses,Louisiana,Venmo,Credit Card,No,Spring,Express,M,No,66,34,27,4.9
